Word		Original_root		Predicted_root
مےں		مےں		مےں
تین		تین		تین
چھکوں		چھکا		چھک
کی		کا		کا
مدد		مدد		مدد
سے		سے		سے
19		19		19
رنز		رنز		رنز
بنائے		بنا		بنا
۔		۔		۔
چینائی		چینائی		چینائی
سوپر		سوپر		سوپر
کنگس		کنگس		کنگس
نے		نے		نے
آخری		آخری		آخری
پانچ		پانچ		پانچ
اوورس		اوورس		اوورس
مےں		مےں		مےں
69		69		69
رنز		رنز		رنز
بناتے		بنا		بنا
ہوئے		ہو		ہو
اسکور		اسکور		اسکور
کو		کو		کو
165		165		165
تک		تک		تک
پہنچا		پہنچ		پہنچ
دیا		دے		دے
۔		۔		۔
کپتان		کپتان		کپتان
مہیندر		مہیندر		مہیندر
سنگھ		سنگھ		سنگھ
دھونی		دھونی		دھونی
نے		نے		نے
21		21		21
رنز		رنز		رنز
بنائے		بنا		بنا
۔		۔		۔
کرشنا		کرشنا		کرشنا
چلڈرنس		چلڈرنس		چلڈرنس
ہاسپٹل		ہاسپٹل		ہاسپٹل
لکڑی		لکڑی		لکڑی
کا		کا		کا
پل		پل		پل
پر		پر		پر
عالمی		عالمی		عالمی
یوم		یوم		یوم
دمہ		دمہ		دمہ
کے		کا		کا
موقع		موقع		موقع
پر		پر		پر
3		3		3
مئی		مئی		مئی
کو		کو		کو
صبح		صبح		صبح
8		8		8
بجے		بجے		بج
بچوں		بچہ		بچہ
کے		کے		کا
لئے		لئے		لئے
مفت		مفت		مفت
دمہ		دمہ		دمہ
چیک		چیک		چیک
اپ		اپ		اپ
کیمپ		کیمپ		کیمپ
منعقد		منعقد		منعقد
کیا		کر		کر
جائےگا		جا		جا
۔		۔		۔
رجسٹریشن		رجسٹریشن		رجسٹریشن
کے		کے		کا
لئے		لئے		لئے
040		040		040
-		-		-
66838383		66838383		66738388
پر		پر		پر
کال		کال		کال
کریں		کر		کر
۔		۔		۔
برقی		برقی		برقی
شاک		شاک		شاک
کی		کا		کا
زد		زد		زد
مےں		مےں		مےں
آ		آ		آ
کر		کر		کر
اےک		اےک		اےک
11		11		11
سالہ		سالہ		سالہ
لڑکی		لڑکی		لڑکی
سجانا		سجانا		سجانا
ہلاک		ہلاک		ہلاک
ہو		ہو		ہو
گئی		جا		جا
NULL		null		UUll
واقعہ		واقعہ		واقعہ
نریڈ		نریڈ		نریڈ
میٹ		میٹ		میٹ
پولیس		پولیس		پولیس
اسٹیشن		اسٹیشن		اسٹیشن
حدود		حد		حدود
مےں		مےں		مےں
کل		کل		کل
شام		شام		شام
پیش		پیش		پیش
آیا		آ		آ
۔		۔		۔
نریڈمیڈ		نریڈمیڈ		نریڈمیڈ
کے		کا		کا
ساکن		ساکن		ساکن
وینکٹیش		وینکٹیش		وینکٹیش
کی		کا		کا
لڑکی		لڑکی		لڑکی
سجاتا		سجاتا		سجات
6		6		6
ویں		ویں		ویں
جماعت		جماعت		جماعت
مےں		مےں		مےں
تعلیم		تعلیم		تعلیم
حاصل		حاصل		حاصل
کر		کر		کر
رہی		رہ		رہ
تھی		تھا		تھا
جو		جو		جو
کل		کل		کل
شام		شام		شام
اپنے		اپنا		اپنا
مکان		مکان		مکان
مےں		مےں		مےں
کام		کام		کام
کاج		کاج		کاج
کے		کے		کا
دوران		دوران		دوران
برقی		برقی		برقی
شاک		شاک		شاک
کی		کا		کا
زد		زد		زد
مےں		مےں		مےں
آ		آ		آ
گئی		جا		جا
۔		۔		۔
لڑکی		لڑکی		لڑکی
کو		کو		کو
فوری		فوری		فوری
طور		طور		طور
پر		پر		پر
قریبی		قریبی		قریبی
ہاسپٹل		ہاسپٹل		ہاسپٹل
سے		سے		سے
رجوع		رجوع		رجوع
کیا		کر		کر
گیا		جا		جا
جہاں		جہاں		جہاں
دوران		دوران		دوران
علاج		علاج		علاج
وہ		وہ		وہ
فوت		فوت		فوت
ہو		ہو		ہو
گئی		جا		جا
۔		۔		۔
پولیس		پولیس		پولیس
نریڈ		نریڈ		نریڈ
میٹ		میٹ		میٹ
نے		نے		نے
مقدمہ		مقدمہ		مقدمہ
درج		درج		درج
کر		کر		کر
لیا		لے		لے
ہے		ہے		ہے
اور		اور		اور
تحقیقات		تحقیق		تحقیق
جاری		جاری		جاری
ہےں		ہے		ہے
۔		۔		۔
سکریٹری		سکریٹری		سکریٹری
پردیش		پردیش		پردیش
کانگریس		کانگریس		کانگریس
کمیٹی		کمیٹی		کمیٹی
مسٹر		مسٹر		مسٹر
سید		سید		سید
یوسف		یوسف		یوسف
ہاشمی		ہاشمی		ہاشمی
نے		نے		نے
صدرنشین		صدرنشین		صدرنشین
ریاستی		ریاستی		ریاستی
حج		حج		حج
کمیٹی		کمیٹی		کمیٹی
سے		سے		سے
ملاقات		ملاقات		ملاقات
کرتے		کر		کر
ہوئے		ہو		ہو
حج		حج		حج
جیسے		جیسے		جیسے
مقدس		مقدس		مقدس
فریضہ		فریضہ		فریضہ
مےں		مےں		مےں
مسلک		مسلک		مسلک
کی		کا		کا
بنیاد		بنیاد		بنیاد
پر		پر		پر
کوٹہ		کوٹہ		کوٹہ
مختص		مختص		مختص
کرنے		کر		کر
کی		کا		کا
تجویز		تجویز		تجویز
پر		پر		پر
سخت		سخت		سخت
اعتراض		اعتراض		اعتراض
کیا		کر		کر
اور		اور		اور
مسلمانوں		مسلمان		مسلمان
کو		کو		کو
تقسیم		تقسیم		تقسیم
کرنے		کر		کر
والا		والا		والا
کوئی		کوئی		کوئی
بھی		بھی		بھی
اقدام		قدم		اقدام
نہ		نہ		نہ
کرنے		کر		کر
کا		کا		کا
مطالبہ		مطالبہ		مطالبہ
کیا		کر		کر
۔		۔		۔
سکریٹری		سکریٹری		سکریٹری
پردیش		پردیش		پردیش
کانگریس		کانگریس		کانگریس
کمیٹی		کمیٹی		کمیٹی
نے		نے		نے
آج		آج		آج
حج_ہاؤس		حج_ہاؤس		حج_ہاؤ
پہنچ		پہنچ		پہنچ
کر		کر		کر
صدر		صدر		صدر
ریاستی		ریاستی		ریاستی
حج		حج		حج
کمیٹی		کمیٹی		کمیٹی
مسٹر		مسٹر		مسٹر
خلیل		خلیل		خلیل
الدین		الدین		الدین
احمد		احمد		احمد
سے		سے		سے
ملاقات		ملاقات		ملاقات
کی		کر		کا
اور		اور		اور
حالیہ		حالیہ		حالیہ
شیعہ		شیعہ		شیعہ
برادری		برادری		برادری
کے		کا		کا
اجلاس		اجلاس		اجلاس
مےں		مےں		مےں
شیعہ		شیعہ		شیعہ
برادری		برادری		برادری
کے		کے		کا
لئے		لئے		لئے
حج		حج		حج
کا		کا		کا
علحدہ		علحدہ		علحدہ
کوٹہ		کوٹہ		کوٹہ
مختص		مختص		مختص
کرنے		کر		کر
کی		کا		کا
تجویز		تجویز		تجویز
وصول		وصول		وصول
ہونے		ہو		ہو
پر		پر		پر
سخت		سخت		سخت
اعتراض		اعتراض		اعتراض
کرتے		کر		کر
ہوئے		ہو		ہو
اس		یہ		یہ
کی		کا		کا
مذمت		مذمت		مذمت
کی		کر		کا
اور		اور		اور
اس		یہ		یہ
کو		کو		کو
ہرگز		ہرگز		ہرگز
قبول		قبول		قبول
نہ		نہ		نہ
کرنے		کر		کر
پر		پر		پر
زور		زور		زور
دیا		دے		دے
۔		۔		۔
حج		حج		حج
اےک		اےک		اےک
مقدس		مقدس		مقدس
فریضہ		فریضہ		فریضہ
ہے		ہے		ہے
،		،		،
NULL		null		UUll
خدا		خدا		خدا
جس		جو		جو
کو		کو		کو
طلب		طلب		طلب
کرتا		کر		کر
ہے		ہے		ہے
وہی		وہی		وہی
سعادت		سعادت		سعادت
حج		حج		حج
سے		سے		سے
مستفیض		مستفیض		مستفیض
ہوتا		ہو		ہو
ہے		ہے		ہے
۔		۔		۔
حج		حج		حج
کمیٹی		کمیٹی		کمیٹی
ہمیشہ		ہمیشہ		ہمیشہ
حج		حج		حج
کا		کا		کا
ارادہ		ارادہ		ارادہ
کرنے		کر		کر
والوں		والا		والا
سے		سے		سے
درخواستیں		درخواست		درخواست
وصول		وصول		وصول
کرتی		کر		کر
ہے		ہے		ہے
اور		اور		اور
قرعہ_اندازی		قرعہ_اندازی		قبعہ_انداز
کے		کے		کا
ذریعہ		ذریعہ		ذریعہ
خوش_نصیبوں		خوش_نصیب		خوش_نصیب
کا		کا		کا
انتخاب		انتخاب		انتخاب
ہوتا		ہو		ہو
ہے		ہے		ہے
۔		۔		۔
درخواست		درخواست		درخواست
فارم		فارم		فارم
داخل		داخل		داخل
کرنے		کر		کر
کے		کے		کا
لئے		لئے		لئے
مسلمانوں		مسلمان		مسلمان
کے		کا		کا
تمام		تمام		تمام
فرقے		فرقہ		فرقہ
اہل		اہل		اہل
ہےں		ہے		ہے
،		،		،
NULL		null		UUll
کسی		کوئی		کوئیییییییییی
پر		پر		پر
کوئی		کوئی		کوئی
پابندی		پابندی		پابندی
عائد		عائد		عائد
نہیں		نہیں		نہیں
ہے		ہے		ہے
۔		۔		۔
حج		حج		حج
جیسے		جیسے		جیسے
مقدس		مقدس		مقدس
فریضہ		فریضہ		فریضہ
کو		کو		کو
بھی		بھی		بھی
مسلک		مسلک		مسلک
کی		کا		کا
بنیاد		بنیاد		بنیاد
پر		پر		پر
تقسیم		تقسیم		تقسیم
کرنا		کر		کر
ٹھیک		ٹھیک		ٹھیک
نہیں		نہیں		نہیں
ہے		ہے		ہے
۔		۔		۔
مسٹر		مسٹر		مسٹر
یوسف		یوسف		یوسف
ہاشمی		ہاشمی		ہاشمی
نے		نے		نے
بتایا		بتا		بتا
کہ		کہ		کہ
صدرنشین		صدرنشین		صدرنشین
ریاستی		ریاستی		ریاستی
حج		حج		حج
کمیٹی		کمیٹی		کمیٹی
نے		نے		نے
انھیں		وہ		وہ
بتایا		بتا		بتا
کہ		کہ		کہ
شیعہ		شیعہ		شیعہ
برادری		برادری		برادری
کے		کے		کا
لئے		لئے		لئے
حج		حج		حج
کوٹہ		کوٹہ		کوٹہ
مختص		مختص		مختص
کرنے		کر		کر
کے		کے		کا
لئے		لئے		لئے
کوئی		کوئی		کوئی
اجلاس		اجلاس		اجلاس
طلب		طلب		طلب
نہیں		نہیں		نہیں
کیا		کر		کر
گیا		جا		جا
،		،		،
NULL		null		UUll
صرف		صرف		صرف
رباط		رباط		رباط
مےں		مےں		مےں
قیام		قیام		قیام
کی		کا		کا
گنجائش		گنجائش		گنجائش
مےں		مےں		مےں
اضافہ		اضافہ		اضافہ
کے		کا		کا
مسئلہ		مسئلہ		مسئلہ
پر		پر		پر
غور		غور		غور
کیا		کر		کر
گیا		جا		جا
۔		۔		۔
اجلاس		اجلاس		اجلاس
مےں		مےں		مےں
شیعہ		شیعہ		شیعہ
برادری		برادری		برادری
کے		کے		کا
لئے		لئے		لئے
کوٹہ		کوٹہ		کوٹہ
مختص		مختص		مختص
کرنے		کر		کر
کا		کا		کا
مطالبہ		مطالبہ		مطالبہ
کیا		کر		کر
گیا		جا		جا
ہے		ہے		ہے
,		,		,
لیکن		لیکن		لیکن
ریاستی		ریاستی		ریاستی
حج		حج		حج
کمیٹی		کمیٹی		کمیٹی
کو		کو		کو
کوٹہ		کوٹہ		کوٹہ
مختص		مختص		مختص
کرنے		کر		کر
کا		کا		کا
کوئی		کوئی		کوئی
اختیار		اختیار		اختیار
نہیں		نہیں		نہیں
ہے		ہے		ہے
اور		اور		اور
نہ		نہ		نہ
ہی		ہی		ہی
ریاستی		ریاستی		ریاستی
حج		حج		حج
کمیٹی		کمیٹی		کمیٹی
اس		یہ		یہ
طرح		طرح		طرح
کی		کا		کا
کوئی		کوئی		کوئی
تجویز		تجویز		تجویز
رکھتی		رکھ		رکھ
ہے		ہے		ہے
اور		اور		اور
جو		جو		جو
اجلاس		اجلاس		اجلاس
طلب		طلب		طلب
کیا		کر		کر
گیا		جا		جا
تھا		تھا		تھا
،		،		،
اس		یہ		یہ
کا		کا		کا
حج		حج		حج
کمیٹی		کمیٹی		کمیٹی
سے		سے		سے
کوئی		کوئی		کوئی
تعلق		تعلق		تعلق
نہیں		نہیں		نہیں
ہے		ہے		ہے
۔		۔		۔
ریاستی		ریاستی		ریاستی
حج		حج		حج
کمیٹی		کمیٹی		کمیٹی
،		،		،
سنٹرل		سنٹرل		سنٹرل
حج		حج		حج
کمیٹی		کمیٹی		کمیٹی
کے		کا		کا
رہنمایانہ		رہنمایانہ		رہنمایانہ
خطوط		خط		خطو
پر		پر		پر
کام		کام		کام
کرتی		کر		کر
ہے		ہے		ہے
۔		۔		۔
جب		جب		جب
سنٹرل		سنٹرل		سنٹرل
حج		حج		حج
کمیٹی		کمیٹی		کمیٹی
مےں		مےں		مےں
اس		یہ		یہ
طرح		طرح		طرح
کی		کا		کا
کوئی		کوئی		کوئی
تجویز		تجویز		تجویز
نہیں		نہیں		نہیں
ہے		ہے		ہے
تو		تو		تو
ریاستی		ریاستی		ریاستی
حج		حج		حج
کمیٹی		کمیٹی		کمیٹی
اس		یہ		یہ
پر		پر		پر
کس		کون		کوننننننننننن
طرح		طرح		طرح
غور		غور		غور
کر		کر		کر
سکتی		سک		سک
ہے		ہے		ہے
۔		۔		۔
سکریٹری		سکریٹری		سکریٹری
پردیش		پردیش		پردیش
کانگریس		کانگریس		کانگریس
کمیٹی		کمیٹی		کمیٹی
نے		نے		نے
بتایا		بتا		بتا
کہ		کہ		کہ
ہر		ہر		ہر
مسلمان		مسلمان		مسلمان
خواہ		خواہ		خواہ
وہ		وہ		وہ
کسی		کوئی		کوئیییییییییی
بھی		بھی		بھی
فرقہ		فرقہ		فرقہ
کا		کا		کا
ماننے		مان		مان
والا		والا		والا
ہو		ہو		ہو
،		،		،
ادائیگی		ادائیگی		ادائیگی
حج		حج		حج
کے		کے		کا
لئے		لئے		لئے
درخواست		درخواست		درخواست
فارم		فارم		فارم
داخل		داخل		داخل
کر		کر		کر
سکتا		سک		سک
ہے		ہے		ہے
۔		۔		۔
اگر		اگر		اگر
وہ		وہ		وہ
خوش_نصیب		خوش_نصیب		خوش_نصیب
ہے		ہے		ہے
تو		تو		تو
قرعہ_اندازی		قرعہ_اندازی		قبعہ_انداز
مےں		مےں		مےں
اس		یہ		یہ
کے		کا		کا
انتخاب		انتخاب		انتخاب
پر		پر		پر
ماضی		ماضی		ماضی
مےں		مےں		مےں
کسی		کوئی		کوئیییییییییی
نے		نے		نے
اعتراض		اعتراض		اعتراض
نہیں		نہیں		نہیں
کیا		کر		کر
اور		اور		اور
نہ		نہ		نہ
ہی		ہی		ہی
مستقبل		مستقبل		مستقبل
مےں		مےں		مےں
ایسا		ایسا		ایسا
ہوگا		ہو		ہو
،		،		،
لیکن		لیکن		لیکن
مسلک		مسلک		مسلک
کی		کا		کا
بنیاد		بنیاد		بنیاد
پر		پر		پر
انتخاب		انتخاب		انتخاب
کو		کو		کو
ہرگز		ہرگز		ہرگز
قبول		قبول		قبول
نہیں		نہیں		نہیں
کیا		کر		کر
جائےگا		جا		جا
۔		۔		۔
گائیڈنس		گائیڈنس		گائیڈنس
سنٹر		سنٹر		سنٹر
فار		فار		فار
پیس		پیس		پیس
(		(		(
جی		جی		جی
سی		سی		سی
پی		پی		پی
)		)		)
کی		کا		کا
جانب		جانب		جانب
سے		سے		سے
3		3		3
روزہ		روزہ		روزہ
سیرت		سیرت		سیرت
کورس		کورس		کورس
کا		کا		کا
پروگرام		پروگرام		پروگرام
2		2		2
تا		تا		تا
4		4		4
مئی		مئی		مئی
کو		کو		کو
صبح		صبح		صبح
11		11		11
تا		تا		تا
3		3		3
بجے		بج		بج
دن		دن		دن
اردو		اردو		اردو
گھر		گھر		گھر
مغل_پورہ		مغل_پورہ		مغل_پورہ
مقرر		مقرر		مقرر
ہے		ہے		ہے
۔		۔		۔
تفصیلات		تفصیل		تفصیل
کے		کے		کا
لیے		لیے		لیے
جی		جی		جی
سی		سی		سی
پی		پی		پی
آفس		آفس		آفس
واقع		واقع		واقع
فرسٹ		فرسٹ		فرسٹ
فلور		فلور		فلور
اردو		اردو		اردو
گھر		گھر		گھر
سے		سے		سے
راست		راست		راست
یا		یا		یا
فون		فون		فون
نمبرات		نمبر		نمبرا
8801975347		8801975347		8888977534777
NULL		null		UUll
,		,		,
9849758154		9849758154		9988758115444
پر		پر		پر
